listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
host_response_rate,host_listings_count,host_total_listings_count,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
99%,48,48,101100,39.91863773935359,116.65836016460302,3,2,2,2,,$ 390.00,,,,,1,$ 0.00,1,1125,29,59,89,89,1,80,10,8,10,10,8,10,flexible,48,0.79
38%,207,207,101300,40.088188056737955,116.54177048553375,2,1,1,1,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,207,
99%,48,48,,39.91728837558508,116.6607635418458,2,2,1,1,,$ 431.00,,,,,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,flexible,48,
96%,27,27,,39.922316390931144,116.35827169149778,4,1,2,2,,$ 561.00,,,$ 0.00,$ 0.00,2,$ 0.00,1,180,17,41,71,346,7,89,10,9,10,10,10,9,strict_14_with_grace_period,26,1.78
90%,4,4,,39.93020560695752,116.51270756105315,2,1,1,1,,$ 240.00,,,$ 0.00,$ 35.00,1,$ 0.00,1,1125,18,48,78,353,4,95,10,10,10,10,10,10,flexible,4,1.06
38%,207,207,101300,40.087170431143534,116.54157811874875,2,1,1,1,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,207,
38%,207,207,101300,40.08693131650314,116.54181339382184,2,1,1,1,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,207,
38%,207,207,101300,40.08745399379969,116.54318938090093,2,1,1,1,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,207,
38%,207,207,101300,40.086563863874986,116.54298534674001,2,1,1,1,,$ 486.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,207,
100%,2,2,100096,40.028132297834816,116.43901698869891,2,1,1,2,,$ 390.00,,,,,1,$ 0.00,1,1125,8,38,68,343,7,100,10,10,10,10,10,10,moderate,2,1.72
100%,3,3,100000,39.89652289143747,115.79933970393617,6,3,3,6,,"$ 2,978.00",,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,3,
100%,3,3,100034,39.92056331314025,116.37383738567195,4,1,2,2,,$ 459.00,,,,,1,$ 0.00,1,1125,16,42,72,347,10,90,9,9,10,10,10,9,moderate,3,3.41
100%,7,7,,40.42794687168088,116.55890951710114,14,8,7,10,,"$ 3,382.00",,,"$ 6,000.00",$ 0.00,1,$ 0.00,1,40,30,60,90,365,0,,,,,,,,flexible,7,
100%,82,82,,39.93353190108434,116.66698059177233,16,2,3,7,,"$ 5,983.00",,,"$ 1,000.00",,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,strict_14_with_grace_period,13,
100%,82,82,,39.93472271870681,116.66724331202391,14,2,3,9,,"$ 5,983.00",,,"$ 1,000.00",,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,strict_14_with_grace_period,13,
100%,9,9,100121,39.906940096916145,116.57666768234495,6,1,3,3,,$ 561.00,,,$ 800.00,,1,$ 80.00,2,1125,30,58,88,363,0,,,,,,,,moderate,9,
100%,36,36,,40.36169153462673,116.43174598080668,10,3,3,3,,"$ 5,880.00",,,,,1,$ 0.00,1,1125,30,60,90,180,0,,,,,,,,flexible,16,
90%,4,4,100022,39.89311704575048,116.50492244158869,2,1,2,1,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,strict_14_with_grace_period,3,
100%,3,3,100062,39.895547970993135,116.42672175234308,6,1,2,2,,$ 527.00,,,,,1,$ 0.00,1,1125,1,1,1,257,0,,,,,,,,flexible,3,
100%,6,6,100075,39.85618019377115,116.4067387466856,6,0,1,4,,$ 199.00,,,$ 0.00,,1,$ 40.00,1,1125,30,60,90,365,0,,,,,,,,strict_14_with_grace_period,6,
N/A,1,1,10086,39.89335778067273,116.44625746940119,4,1,1,2,,$ 527.00,,,$ 650.00,$ 58.00,1,$ 0.00,1,1125,9,38,68,68,1,100,10,10,10,10,10,10,moderate,1,0.28
100%,1,1,100000,40.10018106364655,116.55667591808793,4,2,2,2,,$ 288.00,,,$ 997.00,$ 58.00,1,$ 300.00,1,1125,0,0,0,0,4,95,10,10,10,10,9,10,moderate,1,1.08
100%,2,2,,39.894770312334735,116.64893336312423,2,1,1,1,,$ 185.00,,,,$ 34.00,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,moderate,1,
30%,1,1,222001,39.87477401524237,116.49131829307235,2,1,0,1,,$ 267.00,,,,,1,$ 0.00,1,1125,29,59,89,364,1,100,10,10,10,10,10,10,flexible,1,0.25
100%,1,1,100007,39.93386938936917,116.4228484506244,3,0.5,1,2,,$ 301.00,,,,,1,$ 0.00,1,1125,20,50,80,80,13,97,10,10,10,10,10,10,strict_14_with_grace_period,1,5.06
100%,2,2,102600,39.7538389318727,116.3165983245112,4,1,2,2,,$ 397.00,,,,,1,$ 0.00,1,1125,18,48,78,353,2,100,10,10,10,10,10,10,strict_14_with_grace_period,2,0.5
100%,1,1,102209,40.088337823373536,116.43863591402993,2,1,1,1,,$ 137.00,,,$ 0.00,$ 0.00,1,$ 0.00,1,1125,26,56,86,361,8,100,10,10,10,10,9,10,flexible,1,2.31
100%,5,5,100009,39.94525850078602,116.41112488703526,4,1,2,2,,$ 500.00,,,$ 0.00,$ 69.00,4,$ 0.00,2,20,8,26,56,56,16,96,10,10,10,10,10,10,moderate,5,4.25
100%,4,4,100022,39.90107819234566,116.50111118104725,2,1,0,1,,$ 431.00,,,$ 700.00,$ 0.00,1,$ 0.00,1,1125,15,45,75,350,5,100,10,10,10,10,10,10,flexible,4,1.23
92%,55,55,,40.654291967679896,117.24578227476876,14,6,5,7,,"$ 1,485.00",,,,$ 200.00,1,$ 100.00,1,24,29,59,89,89,0,,,,,,,,strict_14_with_grace_period,17,
100%,1,1,102102,40.35146921282912,115.98495342708775,9,2,4,4,,$ 780.00,,,,,1,$ 0.00,1,1125,30,48,48,130,0,,,,,,,,moderate,1,
99%,48,48,,39.915114012013106,116.65956576387993,4,1,2,2,,$ 602.00,,,,,1,$ 0.00,1,1125,19,49,79,169,0,,,,,,,,flexible,48,
99%,48,48,101100,39.916824267791895,116.65620196302939,3,2,2,2,,$ 486.00,,,,,1,$ 0.00,1,1125,21,51,81,171,5,96,9,10,10,10,9,9,flexible,48,1.55
N/A,1,1,100123,39.92727319969178,116.51818978260526,1,1,0,1,,$ 219.00,,,,,1,$ 0.00,1,1125,0,0,0,0,0,,,,,,,,flexible,1,
99%,48,48,100121,39.909043660970326,116.580565023006,2,1,1,1,,$ 459.00,,,,,1,$ 0.00,1,1125,29,59,89,179,1,80,10,10,10,10,10,8,flexible,48,0.55
92%,55,55,,40.438690134648766,116.927763815107,16,2,5,9,,"$ 1,999.00",,,,$ 200.00,1,$ 100.00,1,30,29,59,89,89,0,,,,,,,,strict_14_with_grace_period,17,
100%,7,7,100062,39.89649228436135,116.419316422208,4,1,1,2,,$ 623.00,,,,$ 50.00,1,$ 0.00,1,1125,21,51,81,356,2,100,10,10,10,10,10,10,flexible,7,0.5
100%,5,5,101200,40.141810895471515,117.1241120006454,8,1,3,3,,$ 500.00,,,$ 0.00,$ 100.00,7,$ 100.00,1,1125,30,60,90,365,0,,,,,,,,strict_14_with_grace_period,5,
100%,2,2,100166,39.88116280392706,116.26624412486342,8,2,4,4,,$ 801.00,,,$ 0.00,,1,$ 0.00,1,1125,19,44,74,74,9,100,10,9,10,10,8,9,moderate,2,2.48
100%,4,4,100062,39.898586225544015,116.41649253127636,5,1,1,2,,$ 602.00,,,,,1,$ 0.00,1,1125,30,60,90,260,2,90,9,9,10,10,10,10,flexible,4,0.7
100%,28,28,100044,39.93052260069202,116.35326070904318,4,1,2,2,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,90,1,,,,,,,,flexible,28,0.39
100%,5,5,100096,40.059243951579276,116.33469214996856,2,1,1,3,,$ 178.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
0%,5,5,,40.59365619673154,117.2799293267097,4,2,2,2,,$ 383.00,,,,,1,$ 0.00,1,1125,30,60,90,180,0,,,,,,,,flexible,5,
100%,5,5,101200,40.14064631152123,117.12489391421217,2,1,1,2,,$ 151.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
100%,5,5,101200,40.14200554052531,117.12501466030044,2,1,1,1,,$ 151.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
100%,8,8,100096,39.98869471216835,116.48460844820119,4,2,2,2,,$ 726.00,,,,,1,$ 0.00,1,1125,20,50,80,355,0,,,,,,,,moderate,8,
100%,82,82,,40.01108650294026,116.59477085328295,2,1,1,1,,"$ 1,479.00",,,"$ 1,000.00",,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,strict_14_with_grace_period,13,
96%,27,27,,39.8708598026322,116.391421185929,5,1,2,2,,$ 568.00,,,$ 0.00,$ 80.00,2,$ 0.00,1,1125,16,46,76,351,13,94,10,9,10,10,10,10,strict_14_with_grace_period,26,3.22
100%,4,4,,39.89269517146157,116.4550564001213,2,1,1,1,,$ 199.00,,,,$ 40.00,1,$ 0.00,3,1125,11,41,71,71,9,100,10,10,10,10,10,10,moderate,4,2.41
96%,27,27,,39.96999195791587,116.40653266210474,4,1,2,2,,$ 589.00,,,$ 700.00,$ 90.00,1,$ 0.00,1,180,23,53,83,358,1,80,10,10,10,10,8,8,strict_14_with_grace_period,26,0.44
100%,1,1,100023,39.85827308513873,116.52037487532169,2,1,1,1,,$ 260.00,,,,,1,$ 0.00,1,1125,29,59,89,179,0,,,,,,,,flexible,1,
100%,3,3,100176,39.803470673990184,116.49100275327886,2,1,1,1,,$ 329.00,,,,,1,$ 0.00,1,1125,29,59,89,179,1,60,4,10,10,10,10,6,moderate,3,0.34
100%,8,8,100001,39.94039327379798,116.445809084096,3,1,0,2,,$ 459.00,,,,,1,$ 0.00,5,1125,29,59,89,364,0,,,,,,,,moderate,8,
100%,8,8,100096,39.98914203427717,116.48164636302944,4,2,2,2,,$ 760.00,,,,,1,$ 0.00,1,1125,14,44,74,349,0,,,,,,,,moderate,8,
99%,35,35,100026,39.92836524627932,116.4760760049783,4,1,1,2,,$ 500.00,,,$ 0.00,$ 69.00,2,$ 50.00,1,1125,29,59,89,364,4,90,10,9,10,10,9,10,moderate,11,1.58
100%,5,5,101149,39.92151715656699,116.66048497543521,2,1,0,1,,$ 267.00,,,,,1,$ 0.00,1,1125,30,60,90,180,1,100,10,10,10,10,10,10,flexible,5,0.67
100%,1,1,100001,39.93580228358503,116.44924714254444,2,1,1,1,,$ 637.00,,,$ 638.00,$ 0.00,1,$ 0.00,1,1125,12,28,58,327,1,100,10,10,8,10,10,10,flexible,1,0.26
100%,4,4,100009,39.92902339086412,116.40161091610177,3,1,1,2,,$ 507.00,,,$ 0.00,$ 66.00,3,$ 50.00,2,1125,8,31,61,61,19,94,10,10,10,10,9,9,moderate,4,4.79
100%,82,82,,39.70997161518771,116.88556460000123,14,4,5,5,,"$ 4,381.00",,,"$ 1,000.00",,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,strict_14_with_grace_period,13,
91%,22,22,100083,39.99544377143844,116.34241788909361,2,1,1,1,,$ 315.00,,,,,1,$ 0.00,1,1125,28,58,88,363,12,100,10,10,10,10,10,10,flexible,22,3.03
100%,1,1,102422,39.76615973205751,116.18477165297915,4,2,2,3,,$ 301.00,,,,,1,$ 0.00,3,1125,19,49,79,79,5,96,10,10,10,10,10,10,flexible,1,4.41
100%,1,1,100142,39.91053710371571,116.29886747372214,1,1,0,1,,$ 96.00,,,,,1,$ 0.00,1,1125,8,38,68,68,1,100,10,10,10,10,10,10,flexible,1,0.73
100%,47,47,,39.83895349726333,116.38105016026469,5,2,2,3,,$ 520.00,,,$ 650.00,$ 100.00,1,$ 0.00,2,1125,19,49,79,79,13,94,10,10,10,10,9,10,strict_14_with_grace_period,1,3.48
100%,5,5,100070,39.862589906164835,116.30201212236594,5,1,2,3,,$ 486.00,,,,,5,$ 50.00,2,1125,26,56,86,176,2,100,10,10,10,10,10,9,moderate,5,2
58%,13,13,,39.95176448398491,116.31827670026057,4,1,2,2,,$ 561.00,,,,,1,$ 0.00,1,1125,23,53,83,358,2,80,9,6,9,9,9,7,flexible,13,0.67
100%,8,8,101200,40.14141586650086,117.12555932970366,7,1,3,3,,$ 801.00,,,$ 0.00,$ 100.00,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,strict_14_with_grace_period,8,
100%,6,6,100000,39.68569355314524,116.31617594034618,4,2,2,2,,$ 335.00,,,,,1,$ 0.00,1,1125,29,59,89,179,0,,,,,,,,flexible,6,
100%,6,6,100000,39.68754411091799,116.31446804229398,4,2,2,2,,$ 301.00,,,,,1,$ 0.00,1,30,29,59,89,179,0,,,,,,,,flexible,6,
100%,5,5,102411,39.63187219250612,115.59316691990611,3,1,0,2,,$ 260.00,,,,,1,$ 0.00,1,1125,29,59,89,179,1,,,,,,,,flexible,5,
100%,5,5,102411,39.629482099902155,115.59349776232327,2,1,0,1,,$ 130.00,,,,,1,$ 0.00,1,1125,29,59,89,179,0,,,,,,,,flexible,5,
88%,20,20,,39.93874022254219,116.437532388786,5,1,2,3,,$ 568.00,,,,,1,$ 0.00,1,1125,14,39,69,159,4,100,10,10,10,10,10,10,flexible,20,1.21
100%,7,7,100142,39.973848741146035,116.34648931463205,1,3,1,1,,$ 137.00,,,,,1,$ 138.00,1,1125,29,59,89,364,1,100,10,8,10,10,10,10,strict_14_with_grace_period,2,0.65
100%,11,11,100037,39.9342262543251,116.34358010754352,4,1,2,2,,$ 397.00,,,,,1,$ 0.00,3,1125,0,0,0,12,3,93,10,9,9,10,9,10,flexible,11,1.02
100%,13,13,100080,39.96755682569728,116.3239133234868,4,1,2,2,,$ 726.00,,,$ 800.00,$ 100.00,1,$ 0.00,1,1125,29,59,89,364,4,100,10,10,10,10,10,10,moderate,13,0.99
100%,1,1,100000,40.65364635258348,116.70181627810625,16,8,10,16,,"$ 1,602.00",,,,,1,$ 0.00,1,1125,29,33,63,153,0,,,,,,,,flexible,1,
98%,6,6,,39.993551889622914,116.4014786205537,2,1,1,2,,$ 212.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,6,
100%,2,2,100176,39.888720523585356,116.40582044691914,2,1,1,1,,$ 452.00,,,$ 700.00,$ 79.00,2,$ 0.00,1,1125,25,55,85,175,5,100,10,10,10,10,10,10,flexible,2,1.49
100%,6,6,,39.912002451625256,116.45364585756911,2,1,0,1,,$ 370.00,,,$ 888.00,$ 50.00,1,$ 50.00,1,1125,28,58,88,178,17,100,10,10,10,10,10,10,moderate,6,4.25
100%,6,6,100020,39.91252898862532,116.45338559203823,2,1,0,1,,$ 301.00,,,$ 888.00,$ 50.00,1,$ 50.00,1,1125,14,29,59,149,10,100,10,10,10,10,10,10,moderate,6,2.5
100%,6,6,100020,39.913416397059635,116.45540428096292,2,1,1,1,,$ 246.00,,,$ 888.00,$ 50.00,1,$ 50.00,2,1125,16,46,76,166,9,100,10,10,10,10,10,10,moderate,6,2.33
100%,1,1,100069,39.86610557398517,116.36559762628028,3,1,0,1,,$ 301.00,,,,$ 50.00,1,$ 0.00,2,1125,19,49,79,79,4,100,10,10,10,10,10,10,flexible,1,1.03
N/A,1,1,,39.87931757649023,116.6603171825404,4,1,2,1,,$ 500.00,,,,,1,$ 0.00,1,15,28,58,88,363,1,100,10,10,10,10,10,8,flexible,1,0.26
100%,7,7,100022,39.888967045582945,116.47659262040706,6,1,2,3,,$ 897.00,,,,,1,$ 0.00,1,1125,21,51,81,81,11,98,10,10,10,10,10,10,flexible,7,2.89
96%,3,3,100080,39.968141913039965,116.31973783838927,1,1,1,1,,$ 82.00,,,$ 0.00,$ 0.00,1,$ 0.00,3,1125,13,13,13,269,1,100,10,10,10,10,10,10,flexible,3,0.33
100%,10,10,100073,39.87288346369562,116.3152280707624,4,1,2,2,,$ 465.00,,,,,1,$ 0.00,1,1125,28,58,88,363,0,,,,,,,,flexible,10,
100%,14,14,,40.01249319280632,116.35667614467262,6,1,1,6,,$ 75.00,,,$ 0.00,,1,$ 108.00,1,1125,30,60,90,365,1,100,10,10,10,10,10,10,moderate,14,0.27
90%,2,2,100022,39.90027423509264,116.48715803007849,10,2,5,5,,"$ 1,595.00",,,"$ 1,000.00",$ 0.00,10,$ 200.00,1,1125,19,48,78,78,4,95,10,9,10,10,10,9,strict_14_with_grace_period,2,1.33
100%,6,6,100075,39.85592401915784,116.40388676136324,1,1,1,1,,$ 82.00,,,,,1,$ 34.00,1,1125,30,60,90,365,1,20,2,2,2,2,2,2,strict_14_with_grace_period,6,0.59
100%,6,6,100075,39.85628494694853,116.40246042555869,2,0,1,1,,$ 103.00,,,,,2,$ 50.00,1,1125,30,60,90,365,2,40,5,3,5,4,8,6,strict_14_with_grace_period,6,1.09
100%,2,2,101102,39.74023122619847,116.55455274889422,2,1,1,1,,$ 370.00,,,,,1,$ 0.00,1,1125,30,60,90,365,2,100,8,9,10,10,9,10,flexible,2,0.97
100%,3,3,100022,39.89060070459315,116.46147994831978,1,1,1,1,,$ 103.00,,,,,1,$ 0.00,1,1125,0,0,0,0,0,,,,,,,,flexible,2,
100%,10,10,100001,39.93719831206766,116.43617071074739,4,2,2,3,,$ 931.00,,,,,6,$ 100.00,1,1125,16,46,76,166,4,100,10,10,10,10,10,10,moderate,10,1.01
100%,47,47,100049,39.90537949905421,116.21117033429263,4,1,2,2,,$ 301.00,,,"$ 1,000.00",$ 80.00,1,$ 0.00,5,1125,24,54,84,359,2,100,10,10,10,10,10,10,strict_14_with_grace_period,44,0.77
100%,28,28,100044,39.92812834919161,116.35423996512655,6,1,3,3,,$ 746.00,,,,,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,flexible,28,
100%,1,1,100025,40.63362496034821,117.18973854917638,8,7,8,2,,$ 123.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,1,
98%,15,15,100083,39.97727270527486,116.37463643376971,5,1,2,2,,$ 541.00,,,,,1,$ 0.00,1,1125,22,52,82,357,4,100,10,10,10,10,10,10,strict_14_with_grace_period,15,1.18
100%,3,3,100055,39.88177120944677,116.32992407449503,2,1,1,1,,$ 397.00,,,,,1,$ 0.00,1,200,29,59,89,364,1,100,10,10,10,10,10,10,moderate,3,0.31
100%,2,2,100083,39.988507461482364,116.35334394753961,1,1,0,1,,$ 178.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,1,
56%,1,1,102202,40.15447029229701,116.4076247470994,3,1,1,4,,$ 62.00,,,,,1,$ 0.00,1,1125,30,60,90,365,1,100,10,10,8,10,10,10,flexible,1,0.36
100%,1,1,100001,39.86118043508417,116.5528928339283,2,1,1,2,,$ 130.00,,,$ 636.00,$ 0.00,1,$ 100.00,1,1125,29,59,89,179,1,100,10,10,10,10,10,10,moderate,1,0.37
100%,47,47,100036,39.904850330752694,116.26723777507962,16,1,4,7,,"$ 1,999.00",,,"$ 1,000.00",$ 200.00,1,$ 0.00,2,1125,8,27,55,324,2,100,10,10,10,10,10,10,strict_14_with_grace_period,44,0.58
100%,20,20,100001,39.93556336496785,116.46613205649376,2,1,1,1,,$ 185.00,,,,,1,$ 0.00,1,1125,22,52,82,357,0,,,,,,,,flexible,20,
0%,1,1,,40.09797398493152,116.54095735832033,4,1,2,2,,$ 356.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,1,
88%,3,3,101300,40.14711225556527,116.56888555906109,16,1,3,3,,"$ 3,690.00",,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,3,
100%,5,5,,40.049204185952576,116.4387374125422,2,1,1,1,,$ 397.00,,,,,1,$ 0.00,1,1125,26,56,86,361,0,,,,,,,,flexible,5,
100%,1,1,101599,40.43863559354054,116.92588985107915,16,2,7,16,,"$ 2,601.00",,,$ 642.00,$ 100.00,1,$ 0.00,1,1125,24,54,84,359,1,100,10,10,10,10,10,10,flexible,1,0.28
92%,19,19,101300,40.22867548152554,116.5867618977519,8,1,4,6,,"$ 3,998.00",,,,,1,$ 0.00,1,1125,30,60,90,180,0,,,,,,,,strict_14_with_grace_period,7,
92%,55,55,,40.6603526403857,117.18562148205635,16,8,9,1,,"$ 3,888.00",,,,$ 200.00,1,$ 100.00,1,20,30,60,90,90,0,,,,,,,,strict_14_with_grace_period,17,
100%,2,2,100000,39.925622527520545,116.50332282277301,4,1,1,1,,$ 411.00,,,$ 0.00,,1,$ 50.00,3,1125,9,34,64,333,0,,,,,,,,moderate,2,
98%,15,15,100083,39.977315476089494,116.35899137062916,5,1,2,4,,$ 596.00,,,,,1,$ 0.00,1,1125,23,53,83,358,0,,,,,,,,strict_14_with_grace_period,15,
100%,2,2,100123,39.91533736820019,116.47357255002525,7,2,3,4,,"$ 1,780.00",,,,,1,$ 0.00,1,1125,20,20,20,20,3,73,9,8,9,10,10,8,moderate,2,0.78
100%,13,13,100062,39.8997560893651,116.44568363888376,4,1,2,2,,$ 568.00,,,,$ 0.00,1,$ 0.00,1,30,25,55,85,175,1,100,10,10,10,10,10,10,moderate,13,0.4
93%,3,3,,39.878019250111706,116.70050871880878,3,1,1,2,,$ 103.00,,,$ 0.00,$ 0.00,1,$ 55.00,2,7,16,34,34,34,6,100,10,10,10,10,9,10,flexible,3,1.57
100%,1,1,,40.002327202569354,116.34444270554457,1,1,1,1,,$ 486.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,1,
100%,2,2,100176,39.80664629170405,116.49018768339585,2,1,1,1,,$ 308.00,,,,,1,$ 0.00,1,1125,1,29,59,149,1,100,10,10,10,10,10,10,flexible,2,1
100%,9,9,102102,40.36574169998113,115.99373416267939,2,1,1,1,,$ 185.00,,,,,1,$ 0.00,1,1125,16,16,28,303,3,100,10,10,10,10,10,10,flexible,9,0.8
100%,9,9,102102,40.36405915482595,115.99268954935948,3,1,1,2,,$ 219.00,,,,,1,$ 0.00,1,1125,16,16,28,303,2,100,10,10,10,10,10,10,flexible,9,0.56
N/A,2,2,100040,40.73319354927067,116.63051334791126,10,2,3,3,,"$ 1,978.00",,,,,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,flexible,2,
100%,5,5,100062,39.8973980427607,116.41716853369194,3,1,1,2,,$ 342.00,,,$ 0.00,$ 60.00,1,$ 0.00,2,1125,9,33,63,338,4,90,10,10,10,10,10,10,strict_14_with_grace_period,5,1.06
100%,3,3,100070,39.848310259727604,116.36092871188958,2,1,1,1,,$ 301.00,,,,,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,flexible,3,
100%,4,4,102209,40.132538617899606,116.450372811923,16,8,9,10,,"$ 5,360.00",,,,,1,$ 0.00,1,1125,27,57,87,362,0,,,,,,,,flexible,4,
91%,14,14,,39.92497211957392,116.51571762906507,8,1,1,8,,$ 89.00,,,,,1,$ 79.00,1,1125,29,59,89,179,14,86,9,9,9,9,9,9,flexible,14,3.62
91%,14,14,100020,39.92354042089662,116.51543707352445,2,1,1,1,,$ 246.00,,,,$ 33.00,1,$ 0.00,1,1125,27,57,87,177,7,86,9,9,9,9,10,9,flexible,14,1.81
N/A,1,1,,39.9641049061448,116.326796599426,1,1,1,1,,$ 123.00,,,,,1,$ 0.00,5,30,0,0,0,0,0,,,,,,,,flexible,1,
100%,2,2,100122,39.86510569121867,116.45948445065845,2,1,1,1,,$ 404.00,,,,,1,$ 0.00,1,1125,0,0,0,0,0,,,,,,,,flexible,2,
100%,8,8,102600,39.760402461065354,116.32439257852825,1,1,1,1,,$ 151.00,,,,$ 35.00,1,$ 0.00,1,1125,27,57,87,177,7,100,10,10,10,10,10,10,moderate,8,1.86
100%,9,9,102102,40.36393255382489,115.99429234528807,3,1,0,2,,$ 240.00,,,,,1,$ 0.00,1,1125,28,58,88,363,2,100,10,10,10,10,10,10,flexible,9,1.82
100%,1,1,102477,39.63155047584487,115.59379263660813,16,1,10,11,,"$ 1,499.00",,,,,1,$ 0.00,1,7,30,60,90,365,1,100,10,8,10,10,10,10,flexible,1,0.33
100%,7,7,101405,40.426940178536164,116.56068965299968,9,4,4,4,,"$ 2,279.00",,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,7,
100%,14,14,100096,40.01317518269849,116.3540244387797,6,1,1,3,,$ 75.00,,,,,1,$ 108.00,1,1125,30,60,90,365,4,93,10,9,10,10,9,10,moderate,14,1.04
100%,4,4,10062,39.89789582740079,116.41624893660777,5,1,1,2,,$ 596.00,,,,,1,$ 0.00,1,1125,30,60,90,365,3,93,9,9,10,10,10,9,flexible,4,0.78
100%,7,7,101405,40.42815636483136,116.5612554421693,2,1,1,1,,$ 383.00,,,,,1,$ 0.00,1,1125,30,60,90,365,1,100,10,10,10,6,10,10,flexible,7,1
92%,55,55,,40.43970551119696,116.92610708772246,14,2,6,7,,"$ 2,197.00",,,,$ 200.00,1,$ 100.00,1,21,30,60,90,90,0,,,,,,,,strict_14_with_grace_period,17,
100%,14,14,100083,40.01099412122863,116.35201820172259,6,1,1,1,,$ 75.00,,,,,1,$ 108.00,30,1125,30,60,90,365,0,,,,,,,,moderate,14,
100%,10,10,100123,39.91392773067081,116.52636055849102,5,1,1,2,,$ 390.00,,,$ 0.00,$ 35.00,4,$ 50.00,1,1125,4,16,46,321,6,100,10,9,10,10,10,10,flexible,10,1.54
98%,8,8,100096,39.99192179141955,116.4977032474279,2,1,1,1,,$ 335.00,,,,,1,$ 0.00,5,1125,26,56,86,86,1,100,10,10,10,10,10,10,moderate,7,0.71
60%,6,6,,39.90044704342229,116.36599051135615,5,1,2,2,,$ 596.00,,,,,1,$ 0.00,1,1125,24,54,84,359,1,80,8,8,8,8,8,8,flexible,6,0.7
100%,1,1,100049,39.913233205007536,116.22470004838719,2,1,1,1,,$ 157.00,,,$ 0.00,$ 0.00,1,$ 0.00,20,1125,0,0,0,0,1,100,10,10,10,10,10,10,moderate,1,0.45
100%,1,1,,39.88538104401737,116.4259164694257,4,1,1,2,,$ 322.00,,,$ 0.00,$ 150.00,4,$ 100.00,2,1124,3,16,35,121,15,99,10,10,10,10,10,10,strict_14_with_grace_period,1,4.41
100%,6,6,100096,39.99524094090866,116.46265634200095,4,1,2,2,,$ 630.00,,,$ 700.00,$ 50.00,1,$ 0.00,1,90,24,54,84,174,2,100,10,9,10,10,10,10,moderate,6,0.61
100%,9,9,102102,40.36616425429264,115.99363437614338,2,1,1,1,,$ 219.00,,,,,1,$ 0.00,1,1125,16,46,76,351,0,,,,,,,,flexible,9,
N/A,1,1,100001,39.93316368434003,116.46312711527713,1,1,0,1,,$ 500.00,,,,,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,flexible,1,
100%,6,6,100000,39.6801651817534,116.31596943092684,4,2,2,2,,$ 397.00,,,,,1,$ 0.00,1,30,29,59,89,179,1,100,8,10,10,10,4,8,flexible,6,0.55
100%,3,3,102411,39.638978378152494,115.58349521799231,12,4,4,12,,$ 561.00,,,,,1,$ 0.00,1,1125,25,55,85,175,0,,,,,,,,moderate,3,
